pano,ONSConstID,ConstituencyName,Region,ConstituencyType,IndexOfChange,Winner19,Second19,Con19,Lab19,LD19,SNP19,PC19,Green19,Brexit19,Other19,Majority19,Turnout19,ConVote19,LabVote19,LDVote19,SNPVote19,PCVote19,GreenVote19,BrexitVote19,OtherVote19,TotalVote19,Electorate19
154,W07000094,Clwyd East,Wales,County,85.9,Con,Lab,47.94,37.94,5.34,0,4.66,0,4.11,0,10,69.1,25324,20040,2823,0,2460,0,2173,0,52820,76395
155,W07000095,Clwyd North,Wales,County,92.2,Con,Lab,45.78,40.25,4.88,0,7.24,0,1.85,0,5.53,67.4,23479,20645,2501,0,3713,0,951,0,51289,76150
156,S14000070,Coatbridge and Bellshill,Scotland,Borough,26.4,SNP,Lab,11.86,36.27,3,47.35,0,1.53,0,0,11.08,63.3,5444,16646,1375,21730,0,701,0,0,45896,72507
157,E14001176,Colchester,East of England,Borough,8.8,Con,Lab,52.34,30.05,14.68,0,0,2.93,0,0,22.29,63.9,25693,14753,7209,0,0,1436,0,0,49091,76843
158,E14001177,Colne Valley,Yorkshire and The Humber,County,15.6,Con,Lab,51.23,36.23,7.01,0,0,1.73,2.1,1.7,14.99,72.4,26517,18756,3630,0,0,893,1089,880,51765,71518
159,E14001178,Congleton,North West,County,14.1,Con,Lab,60.64,24.1,11.08,0,0,2.86,0,1.32,36.54,71.3,30207,12004,5521,0,0,1423,0,658,49813,69836
160,E14001179,Corby and East Northamptonshire,East Midlands,County,10.7,Con,Lab,54.64,38.54,6.83,0,0,0,0,0,16.1,70.2,29443,20767,3680,0,0,0,0,0,53890,76748
161,E14001385,North Cornwall,South West,County,6.7,Con,LD,59.07,9.62,29.88,0,0,0.19,0,1.25,29.19,72.1,31941,5201,16158,0,0,101,0,676,54077,75034
162,E14001486,South East Cornwall,South West,County,0.7,Con,Lab,59.03,20.32,16.31,0,0,2.69,0,1.66,38.71,72.8,30839,10614,8520,0,0,1405,0,869,52247,71734
163,E14001386,North Cotswolds,South West,County,97.7,Con,LD,59.34,16.52,18,0,0,5.8,0.34,0,41.34,71.6,30140,8391,9143,0,0,2944,175,0,50793,70915
164,E14001482,South Cotswolds,South West,County,90.4,Con,LD,57.9,10.66,27.65,0,0,3.79,0,0,30.25,73,30798,5669,14706,0,0,2016,0,0,53189,72865
165,E14001180,Coventry East,West Midlands,Borough,34.5,Lab,Con,35.02,52.1,5.4,0,0,2.33,5.14,0,17.07,58.2,14950,22238,2307,0,0,995,2194,0,42684,73389
166,E14001181,Coventry North West,West Midlands,Borough,none,Lab,Con,43.38,43.81,5.69,0,0,3.02,4.1,0,0.44,65,20710,20918,2717,0,0,1443,1956,0,47744,73431
167,E14001182,Coventry South,West Midlands,Borough,37.6,Lab,Con,42.54,44.27,6.73,0,0,2.65,2.88,0.93,1.73,65.9,19912,20720,3152,0,0,1238,1348,435,46805,70998
168,S14000071,Cowdenbeath and Kirkcaldy,Scotland,County,36.1,SNP,Lab,22.23,29.49,6.46,36.32,0,3.51,1.99,0,6.83,67,10482,13902,3048,17122,0,1655,939,0,47148,70329
169,E14001183,Cramlington and Killingworth,North East,County,102.8,Lab,Con,39.89,44.37,5.24,0,0,2.48,8.02,0,4.49,65.6,19174,21331,2520,0,0,1192,3855,0,48072,73295
170,E14001184,Crawley,South East,Borough,none,Con,Lab,54.19,37.44,5.47,0,0,2.91,0,0,16.75,67,27040,18680,2728,0,0,1451,0,0,49899,74446
171,E14001185,Crewe and Nantwich,North West,County,6.2,Con,Lab,50.82,39.24,5.13,0,0,1.89,2.62,0.3,11.59,65.8,25511,19695,2573,0,0,951,1317,149,50196,76236
172,E14001186,Croydon East,London,Borough,26.8,Lab,Con,41.34,48.08,6.6,0,0,2.33,1.65,0,6.74,67.2,20927,24340,3341,0,0,1177,837,0,50622,75346
173,E14001187,Croydon South,London,Borough,27.2,Con,Lab,54.48,28.13,13.53,0,0,2.88,0.12,0.87,26.34,71.1,27725,14317,6885,0,0,1466,59,442,50894,71541
174,E14001188,Croydon West,London,Borough,62.6,Lab,Con,21.51,66.71,6.97,0,0,2.71,1.32,0.78,45.2,62.8,9561,29651,3097,0,0,1205,587,348,44449,70812
175,S14000072,Cumbernauld and Kirkintilloch,Scotland,County,28.1,SNP,Lab,15.02,27.13,5.58,52.03,0,0.24,0,0,24.9,68.3,7243,13079,2691,25084,0,115,0,0,48212,70579
176,E14001189,Dagenham and Rainham,London,Borough,23,Lab,Con,43.12,44.73,3.04,0,0,1.53,6.62,0.96,1.6,59.7,18970,19676,1338,0,0,674,2913,421,43992,73627
177,E14001190,Darlington,North East,County,5.6,Con,Lab,49.66,38.93,4.62,0,0,2.52,3.64,0.63,10.73,65.7,22994,18026,2139,0,0,1166,1684,292,46301,70446
178,E14001191,Dartford,South East,County,13.2,Con,Lab,61.12,29.49,6.99,0,0,2.4,0,0,31.63,64.5,28413,13709,3251,0,0,1115,0,0,46488,72048
179,E14001192,Daventry,East Midlands,County,17.4,Con,Lab,64.5,17.77,13.12,0,0,4.61,0,0,46.72,74.4,36735,10123,7474,0,0,2624,0,0,56956,76539
180,E14001193,Derby North,East Midlands,Borough,none,Con,Lab,45.22,39.81,7.34,0,0,2.22,4.06,1.35,5.4,65.4,21259,18719,3450,0,0,1046,1908,635,47017,71876
181,E14001194,Derby South,East Midlands,Borough,none,Lab,Con,36.91,51.08,6.17,0,0,0,5.84,0,14.18,58.9,15671,21690,2621,0,0,0,2480,0,42462,72067
182,E14001195,Derbyshire Dales,East Midlands,County,19.1,Con,Lab,59,24.15,12.76,0,0,4.09,0,0,34.85,75.5,31820,13023,6880,0,0,2207,0,0,53930,71435
183,E14001362,Mid Derbyshire,East Midlands,County,4.8,Con,Lab,59.56,26.96,9.62,0,0,3.86,0,0,32.6,73.6,30724,13908,4960,0,0,1990,0,0,51582,70085
184,E14001391,North East Derbyshire,East Midlands,County,0.9,Con,Lab,58.4,32.32,6.14,0,0,2.67,0.47,0,26.08,68.4,28896,15994,3039,0,0,1319,231,0,49479,72344
185,E14001483,South Derbyshire,East Midlands,County,11.6,Con,Lab,62.12,27.2,7.34,0,0,3.35,0,0,34.92,66.3,29319,12836,3465,0,0,1579,0,0,47199,71202
186,E14001155,Central Devon,South West,County,2.8,Con,Lab,55.3,24.8,14.99,0,0,4.92,0,0,30.5,77.2,31366,14066,8503,0,0,2789,0,0,56724,73491
187,E14001387,North Devon,South West,County,none,Con,LD,56.64,9.17,29.99,0,0,3.16,0,1.04,26.65,72.7,31479,5097,16666,0,0,1759,0,580,55581,76455
188,E14001484,South Devon,South West,County,6.3,Con,LD,53.57,17.03,28.25,0,0,0.15,0,1,25.32,75.6,29027,9228,15308,0,0,82,0,544,54189,71691
189,E14001495,South West Devon,South West,County,12.7,Con,Lab,62.57,21.41,12.13,0,0,3.88,0,0,41.16,74.4,35102,12012,6807,0,0,2179,0,0,56100,75371
190,E14001196,Dewsbury and Batley,Yorkshire and The Humber,Borough,79.6,Lab,Con,28.7,59.09,2.51,0,0,1.11,3.39,5.2,30.39,65.6,13232,27241,1156,0,0,512,1565,2395,46101,70226
191,E14001197,Didcot and Wantage,South East,County,23.8,Con,LD,49.76,16.02,31.32,0,0,0.68,0,2.21,18.44,73.1,27045,8708,17022,0,0,370,0,1201,54346,74356
192,E14001198,Doncaster Central,Yorkshire and The Humber,County,13.5,Lab,Con,36.6,39.36,4.09,0,0,2.25,15.58,2.11,2.76,61.4,16853,18124,1884,0,0,1038,7173,971,46043,75007
193,E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,County,65.2,Con,Lab,52.13,28.72,4.44,0,0,2.36,10.33,2.02,23.41,61.4,22460,12375,1912,0,0,1015,4452,870,43084,70113
194,E14001200,Doncaster North,Yorkshire and The Humber,County,8.9,Lab,Con,33.16,38.32,3.61,0,0,0.04,20.34,4.52,5.17,55.9,13286,15356,1446,0,0,18,8151,1813,40070,71739
195,E14001201,Dorking and Horley,South East,County,67,Con,LD,51.17,9.94,32.12,0,0,4.22,0,2.56,19.05,77.5,27883,5415,17502,0,0,2302,0,1393,54495,70317
196,E14001363,Mid Dorset and North Poole,South West,County,13.6,Con,LD,60.04,7.25,29.86,0,0,2.85,0,0,30.18,73.9,32965,3982,16395,0,0,1565,0,0,54907,74305
197,E14001388,North Dorset,South West,County,9.6,Con,LD,63.75,11.93,20.37,0,0,3.95,0,0,43.38,74.1,34085,6379,10890,0,0,2110,0,0,53464,72109
198,E14001485,South Dorset,South West,County,8.5,Con,Lab,59.2,24.78,10.68,0,0,4.43,0,0.92,34.42,68.8,31209,13062,5628,0,0,2335,0,485,52719,76640
199,E14001575,West Dorset,South West,County,9,Con,LD,54.27,9.36,32.84,0,0,3.52,0,0,21.43,76.7,31375,5414,18987,0,0,2037,0,0,57813,75390
200,E14001202,Dover and Deal,South East,County,0.8,Con,Lab,56.87,32.61,5.72,0,0,2.74,0,2.06,24.26,67.5,29117,16696,2927,0,0,1404,0,1053,51197,75855
201,E14001203,Droitwich and Evesham,West Midlands,Borough,5.6,Con,Lab,65.69,17.05,12.03,0,0,4.01,0,1.21,48.65,70.9,34614,8983,6340,0,0,2114,0,638,52689,74345
202,E14001204,Dudley,West Midlands,Borough,15.9,Con,Lab,63.16,30.93,3.79,0,0,2.12,0,0,32.23,59.4,26668,13059,1600,0,0,897,0,0,42224,71083
203,E14001205,Dulwich and West Norwood,London,Borough,24.6,Lab,Con,16.64,64.47,0.96,0,0,16.24,1.08,0.6,47.83,70.2,8686,33649,503,0,0,8475,566,315,52194,74314
204,S14000073,Dumfries and Galloway,Scotland,County,5.3,Con,SNP,43.81,9.38,5.97,40.84,0,0,0,0,2.96,68.3,22999,4923,3135,21443,0,0,0,0,52500,76863
205,S14000074,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,County,10.7,Con,SNP,46.47,8.3,7.3,37.94,0,0,0,0,8.52,72,23649,4223,3713,19311,0,0,0,0,50896,70738
206,S14000097,Mid Dunbartonshire,Scotland,County,11.3,SNP,LD,15.57,9.43,34.49,37.88,0,1.56,0,1.07,3.39,78,9118,5520,20193,22179,0,916,0,626,58552,75099
207,S14000106,West Dunbartonshire,Scotland,County,3.7,SNP,Lab,14.17,28.58,4.18,49.69,0,1.86,0,1.52,21.11,66.3,6606,13322,1949,23163,0,867,0,708,46615,70286
208,S14000075,Dundee Central,Scotland,Borough,27.7,SNP,Lab,11.06,23.85,5.54,56.48,0,0,2.55,0.51,32.63,62,5161,11126,2586,26347,0,0,1191,240,46651,75298
209,S14000076,Dunfermline and Dollar,Scotland,County,17.1,SNP,Lab,21.45,23.58,8.44,44.3,0,2.23,0,0,20.72,68.7,10429,11463,4105,21536,0,1085,1,0,48619,70725
210,E14001206,Dunstable and Leighton Buzzard,East of England,County,7.4,Con,Lab,58.71,26.84,10.79,0,0,3.65,0,0,31.87,65.2,28341,12955,5210,0,0,1764,0,0,48270,74069
212,E14001389,North Durham,North East,County,9.1,Lab,Con,34.43,43.69,6.36,0,0,2.61,10.68,2.22,9.26,65.4,16457,20881,3042,0,0,1249,5106,1063,47798,73079
211,E14001173,City of Durham,North East,County,30.7,Lab,Con,31.86,40.94,16.94,0,0,3.29,6.59,0.38,9.08,70.4,16340,20997,8686,0,0,1688,3382,196,51289,72878
213,W07000096,Dwyfor Meirionnydd,Wales,County,62.7,PC,Con,26.19,22.85,0.16,0,45.75,0,5.06,0,19.56,69.6,13230,11541,79,0,23110,0,2558,0,50518,72533
214,E14001207,Ealing Central and Acton,London,Borough,26.3,Lab,Con,25.62,52.29,17.35,0,0,3.38,1.36,0,26.67,70.3,13574,27707,9191,0,0,1793,720,0,52985,75399
